area_name,area_code,date,new_deaths,total_deaths
Lewisham,E09000023,2020-10-16,0,229
Merton,E09000024,2020-10-16,0,163
Newham,E09000025,2020-10-16,0,218
Redbridge,E09000026,2020-10-16,0,261
Richmond upon Thames,E09000027,2020-10-16,0,111
Southwark,E09000028,2020-10-16,0,167
Sutton,E09000029,2020-10-16,0,138
Tower Hamlets,E09000030,2020-10-16,0,129
Waltham Forest,E09000031,2020-10-16,2,198
Wandsworth,E09000032,2020-10-16,1,177
Westminster,E09000033,2020-10-16,1,134
Barking and Dagenham,E09000002,2020-10-17,0,125
Barnet,E09000003,2020-10-17,0,331
Bexley,E09000004,2020-10-17,0,190
Brent,E09000005,2020-10-17,1,385
Bromley,E09000006,2020-10-17,0,258
Camden,E09000007,2020-10-17,0,126
Croydon,E09000008,2020-10-17,0,364
Ealing,E09000009,2020-10-17,0,266
Enfield,E09000010,2020-10-17,0,240
Greenwich,E09000011,2020-10-17,0,179
Hackney and City of London,E09000012,2020-10-17,0,173
Hammersmith and Fulham,E09000013,2020-10-17,0,111
Haringey,E09000014,2020-10-17,0,184
Harrow,E09000015,2020-10-17,0,305
Havering,E09000016,2020-10-17,2,227
Hillingdon,E09000017,2020-10-17,0,217
Hounslow,E09000018,2020-10-17,0,199
Islington,E09000019,2020-10-17,0,105
Kensington and Chelsea,E09000020,2020-10-17,0,94
Kingston upon Thames,E09000021,2020-10-17,0,111
Lambeth,E09000022,2020-10-17,0,248
Lewisham,E09000023,2020-10-17,0,229
Merton,E09000024,2020-10-17,0,163
Newham,E09000025,2020-10-17,0,218
Redbridge,E09000026,2020-10-17,0,261
Richmond upon Thames,E09000027,2020-10-17,0,111
Southwark,E09000028,2020-10-17,0,167
Sutton,E09000029,2020-10-17,0,138
Tower Hamlets,E09000030,2020-10-17,0,129
Waltham Forest,E09000031,2020-10-17,1,199
Wandsworth,E09000032,2020-10-17,0,177
Westminster,E09000033,2020-10-17,0,134
Barking and Dagenham,E09000002,2020-10-18,0,125
Barnet,E09000003,2020-10-18,0,331
Bexley,E09000004,2020-10-18,1,191
Brent,E09000005,2020-10-18,0,385
Bromley,E09000006,2020-10-18,0,258
Camden,E09000007,2020-10-18,0,126
Croydon,E09000008,2020-10-18,0,364
Ealing,E09000009,2020-10-18,0,266
Enfield,E09000010,2020-10-18,0,240
Greenwich,E09000011,2020-10-18,0,179
Hackney and City of London,E09000012,2020-10-18,0,173
Hammersmith and Fulham,E09000013,2020-10-18,0,111
Haringey,E09000014,2020-10-18,1,185
Harrow,E09000015,2020-10-18,0,305
Havering,E09000016,2020-10-18,0,227
Hillingdon,E09000017,2020-10-18,0,217
Hounslow,E09000018,2020-10-18,0,199
Islington,E09000019,2020-10-18,0,105
Kensington and Chelsea,E09000020,2020-10-18,0,94
Kingston upon Thames,E09000021,2020-10-18,0,111
Lambeth,E09000022,2020-10-18,0,248
Lewisham,E09000023,2020-10-18,1,230
Merton,E09000024,2020-10-18,2,165
Newham,E09000025,2020-10-18,0,218
Redbridge,E09000026,2020-10-18,1,262
Richmond upon Thames,E09000027,2020-10-18,0,111
Southwark,E09000028,2020-10-18,0,167
Sutton,E09000029,2020-10-18,0,138
Tower Hamlets,E09000030,2020-10-18,0,129
Waltham Forest,E09000031,2020-10-18,0,199
Wandsworth,E09000032,2020-10-18,0,177
Westminster,E09000033,2020-10-18,0,134
Barking and Dagenham,E09000002,2020-10-19,0,125
Barnet,E09000003,2020-10-19,1,332
Bexley,E09000004,2020-10-19,0,191
Brent,E09000005,2020-10-19,1,386
Bromley,E09000006,2020-10-19,0,258
Camden,E09000007,2020-10-19,2,128
Croydon,E09000008,2020-10-19,0,364
Ealing,E09000009,2020-10-19,2,268
Enfield,E09000010,2020-10-19,1,241
Greenwich,E09000011,2020-10-19,0,179
Hackney and City of London,E09000012,2020-10-19,0,173
Hammersmith and Fulham,E09000013,2020-10-19,1,112
Haringey,E09000014,2020-10-19,0,185
Harrow,E09000015,2020-10-19,0,305
Havering,E09000016,2020-10-19,2,229
Hillingdon,E09000017,2020-10-19,0,217
Hounslow,E09000018,2020-10-19,0,199
Islington,E09000019,2020-10-19,0,105
Kensington and Chelsea,E09000020,2020-10-19,0,94
Kingston upon Thames,E09000021,2020-10-19,0,111
Lambeth,E09000022,2020-10-19,0,248
Lewisham,E09000023,2020-10-19,0,230
Merton,E09000024,2020-10-19,0,165
Newham,E09000025,2020-10-19,0,218
Redbridge,E09000026,2020-10-19,1,263
Richmond upon Thames,E09000027,2020-10-19,0,111
Southwark,E09000028,2020-10-19,0,167
Sutton,E09000029,2020-10-19,0,138
Tower Hamlets,E09000030,2020-10-19,0,129
Waltham Forest,E09000031,2020-10-19,0,199
Wandsworth,E09000032,2020-10-19,0,177
Westminster,E09000033,2020-10-19,0,134
Barking and Dagenham,E09000002,2020-10-20,0,125
Barnet,E09000003,2020-10-20,0,332
Bexley,E09000004,2020-10-20,0,191
Brent,E09000005,2020-10-20,0,386
Bromley,E09000006,2020-10-20,0,258
Camden,E09000007,2020-10-20,0,128
Croydon,E09000008,2020-10-20,0,364
Ealing,E09000009,2020-10-20,0,268
Enfield,E09000010,2020-10-20,0,241
Greenwich,E09000011,2020-10-20,0,179
Hackney and City of London,E09000012,2020-10-20,0,173
Hammersmith and Fulham,E09000013,2020-10-20,0,112
Haringey,E09000014,2020-10-20,0,185
Harrow,E09000015,2020-10-20,0,305
Havering,E09000016,2020-10-20,1,230
Hillingdon,E09000017,2020-10-20,0,217
Hounslow,E09000018,2020-10-20,1,200
Islington,E09000019,2020-10-20,0,105
Kensington and Chelsea,E09000020,2020-10-20,0,94
Kingston upon Thames,E09000021,2020-10-20,0,111
Lambeth,E09000022,2020-10-20,0,248
Lewisham,E09000023,2020-10-20,0,230
Merton,E09000024,2020-10-20,0,165
Newham,E09000025,2020-10-20,2,220
Redbridge,E09000026,2020-10-20,2,265
Richmond upon Thames,E09000027,2020-10-20,0,111
Southwark,E09000028,2020-10-20,0,167
Sutton,E09000029,2020-10-20,1,139
Tower Hamlets,E09000030,2020-10-20,0,129
Waltham Forest,E09000031,2020-10-20,0,199
Wandsworth,E09000032,2020-10-20,0,177
Westminster,E09000033,2020-10-20,0,134
Barking and Dagenham,E09000002,2020-10-21,1,126
Barnet,E09000003,2020-10-21,0,332
Bexley,E09000004,2020-10-21,0,191
Brent,E09000005,2020-10-21,1,387
Bromley,E09000006,2020-10-21,0,258
Camden,E09000007,2020-10-21,0,128
Croydon,E09000008,2020-10-21,1,365
Ealing,E09000009,2020-10-21,1,269
Enfield,E09000010,2020-10-21,1,242
Greenwich,E09000011,2020-10-21,0,179
Hackney and City of London,E09000012,2020-10-21,1,174
Hammersmith and Fulham,E09000013,2020-10-21,0,112
Haringey,E09000014,2020-10-21,1,186
Harrow,E09000015,2020-10-21,0,305
Havering,E09000016,2020-10-21,2,232
Hillingdon,E09000017,2020-10-21,0,217
Hounslow,E09000018,2020-10-21,2,202
Islington,E09000019,2020-10-21,0,105
Kensington and Chelsea,E09000020,2020-10-21,0,94
Kingston upon Thames,E09000021,2020-10-21,0,111
Lambeth,E09000022,2020-10-21,0,248
Lewisham,E09000023,2020-10-21,0,230
Merton,E09000024,2020-10-21,0,165
Newham,E09000025,2020-10-21,0,220
Redbridge,E09000026,2020-10-21,3,268
Richmond upon Thames,E09000027,2020-10-21,1,112
Southwark,E09000028,2020-10-21,0,167
Sutton,E09000029,2020-10-21,0,139
Tower Hamlets,E09000030,2020-10-21,0,129
Waltham Forest,E09000031,2020-10-21,0,199
Wandsworth,E09000032,2020-10-21,0,177
Westminster,E09000033,2020-10-21,0,134
Barking and Dagenham,E09000002,2020-10-22,0,126
Barnet,E09000003,2020-10-22,0,332
Bexley,E09000004,2020-10-22,0,191
Brent,E09000005,2020-10-22,2,389
Bromley,E09000006,2020-10-22,0,258
Camden,E09000007,2020-10-22,0,128
Croydon,E09000008,2020-10-22,0,365
Ealing,E09000009,2020-10-22,0,269
Enfield,E09000010,2020-10-22,0,242
Greenwich,E09000011,2020-10-22,0,179
Hackney and City of London,E09000012,2020-10-22,1,175
Hammersmith and Fulham,E09000013,2020-10-22,0,112
Haringey,E09000014,2020-10-22,0,186
Harrow,E09000015,2020-10-22,2,307
Havering,E09000016,2020-10-22,1,233
Hillingdon,E09000017,2020-10-22,0,217
Hounslow,E09000018,2020-10-22,0,202
Islington,E09000019,2020-10-22,0,105
Kensington and Chelsea,E09000020,2020-10-22,0,94
Kingston upon Thames,E09000021,2020-10-22,0,111
Lambeth,E09000022,2020-10-22,1,249
Lewisham,E09000023,2020-10-22,0,230
Merton,E09000024,2020-10-22,0,165
Newham,E09000025,2020-10-22,0,220
Redbridge,E09000026,2020-10-22,2,270
Richmond upon Thames,E09000027,2020-10-22,0,112
Southwark,E09000028,2020-10-22,0,167
Sutton,E09000029,2020-10-22,0,139
Tower Hamlets,E09000030,2020-10-22,1,130
Waltham Forest,E09000031,2020-10-22,0,199
Wandsworth,E09000032,2020-10-22,0,177
Westminster,E09000033,2020-10-22,1,135
Barking and Dagenham,E09000002,2020-10-23,1,127
Barnet,E09000003,2020-10-23,0,332
Bexley,E09000004,2020-10-23,0,191
Brent,E09000005,2020-10-23,0,389
Bromley,E09000006,2020-10-23,0,258
Camden,E09000007,2020-10-23,0,128
Croydon,E09000008,2020-10-23,0,365
Ealing,E09000009,2020-10-23,0,269
Enfield,E09000010,2020-10-23,1,243
Greenwich,E09000011,2020-10-23,0,179
Hackney and City of London,E09000012,2020-10-23,0,175
Hammersmith and Fulham,E09000013,2020-10-23,0,112
Haringey,E09000014,2020-10-23,1,187
Harrow,E09000015,2020-10-23,0,307
Havering,E09000016,2020-10-23,2,235
Hillingdon,E09000017,2020-10-23,0,217
Hounslow,E09000018,2020-10-23,0,202
Islington,E09000019,2020-10-23,0,105
Kensington and Chelsea,E09000020,2020-10-23,0,94
Kingston upon Thames,E09000021,2020-10-23,0,111
Lambeth,E09000022,2020-10-23,0,249
Lewisham,E09000023,2020-10-23,0,230
Merton,E09000024,2020-10-23,0,165
Newham,E09000025,2020-10-23,0,220
Redbridge,E09000026,2020-10-23,1,271
Richmond upon Thames,E09000027,2020-10-23,0,112
Southwark,E09000028,2020-10-23,0,167
Sutton,E09000029,2020-10-23,0,139
Tower Hamlets,E09000030,2020-10-23,0,130
Waltham Forest,E09000031,2020-10-23,0,199
Wandsworth,E09000032,2020-10-23,0,177
Westminster,E09000033,2020-10-23,0,135
Barking and Dagenham,E09000002,2020-10-24,0,127
Barnet,E09000003,2020-10-24,0,332
Bexley,E09000004,2020-10-24,0,191
Brent,E09000005,2020-10-24,0,389
Bromley,E09000006,2020-10-24,1,259
Camden,E09000007,2020-10-24,0,128
Croydon,E09000008,2020-10-24,0,365
Ealing,E09000009,2020-10-24,2,271
Enfield,E09000010,2020-10-24,0,243
Greenwich,E09000011,2020-10-24,0,179
Hackney and City of London,E09000012,2020-10-24,1,176
Hammersmith and Fulham,E09000013,2020-10-24,1,113
Haringey,E09000014,2020-10-24,2,189
Harrow,E09000015,2020-10-24,0,307
Havering,E09000016,2020-10-24,5,240
Hillingdon,E09000017,2020-10-24,1,218
Hounslow,E09000018,2020-10-24,0,202
Islington,E09000019,2020-10-24,0,105
Kensington and Chelsea,E09000020,2020-10-24,0,94
Kingston upon Thames,E09000021,2020-10-24,0,111
Lambeth,E09000022,2020-10-24,1,250
Lewisham,E09000023,2020-10-24,0,230
Merton,E09000024,2020-10-24,0,165
Newham,E09000025,2020-10-24,0,220
Redbridge,E09000026,2020-10-24,0,271
Richmond upon Thames,E09000027,2020-10-24,0,112
Southwark,E09000028,2020-10-24,0,167
Sutton,E09000029,2020-10-24,0,139
Tower Hamlets,E09000030,2020-10-24,1,131
Waltham Forest,E09000031,2020-10-24,1,200
Wandsworth,E09000032,2020-10-24,1,178
Westminster,E09000033,2020-10-24,1,136
Barking and Dagenham,E09000002,2020-10-25,0,127
Barnet,E09000003,2020-10-25,1,333
Bexley,E09000004,2020-10-25,0,191
Brent,E09000005,2020-10-25,0,389
Bromley,E09000006,2020-10-25,0,259
Camden,E09000007,2020-10-25,0,128
Croydon,E09000008,2020-10-25,1,366
Ealing,E09000009,2020-10-25,0,271
Enfield,E09000010,2020-10-25,0,243
Greenwich,E09000011,2020-10-25,0,179
Hackney and City of London,E09000012,2020-10-25,1,177
Hammersmith and Fulham,E09000013,2020-10-25,0,113
Haringey,E09000014,2020-10-25,0,189
Harrow,E09000015,2020-10-25,0,307
Havering,E09000016,2020-10-25,0,240
Hillingdon,E09000017,2020-10-25,0,218
Hounslow,E09000018,2020-10-25,1,203
Islington,E09000019,2020-10-25,0,105
Kensington and Chelsea,E09000020,2020-10-25,0,94
Kingston upon Thames,E09000021,2020-10-25,0,111
Lambeth,E09000022,2020-10-25,0,250
Lewisham,E09000023,2020-10-25,0,230
Merton,E09000024,2020-10-25,1,166
Newham,E09000025,2020-10-25,1,221
Redbridge,E09000026,2020-10-25,2,273
Richmond upon Thames,E09000027,2020-10-25,0,112
Southwark,E09000028,2020-10-25,0,167
Sutton,E09000029,2020-10-25,1,140
Tower Hamlets,E09000030,2020-10-25,1,132
Waltham Forest,E09000031,2020-10-25,0,200
Wandsworth,E09000032,2020-10-25,1,179
Westminster,E09000033,2020-10-25,0,136
Barking and Dagenham,E09000002,2020-10-26,0,127
Barnet,E09000003,2020-10-26,0,333
Bexley,E09000004,2020-10-26,0,191
Brent,E09000005,2020-10-26,1,390
Bromley,E09000006,2020-10-26,0,259
Camden,E09000007,2020-10-26,0,128
Croydon,E09000008,2020-10-26,0,366
Ealing,E09000009,2020-10-26,1,272
Enfield,E09000010,2020-10-26,0,243
Greenwich,E09000011,2020-10-26,0,179
Hackney and City of London,E09000012,2020-10-26,1,178
Hammersmith and Fulham,E09000013,2020-10-26,0,113
Haringey,E09000014,2020-10-26,0,189
Harrow,E09000015,2020-10-26,0,307
Havering,E09000016,2020-10-26,2,242
Hillingdon,E09000017,2020-10-26,0,218
Hounslow,E09000018,2020-10-26,1,204
Islington,E09000019,2020-10-26,0,105
Kensington and Chelsea,E09000020,2020-10-26,0,94
Kingston upon Thames,E09000021,2020-10-26,0,111
Lambeth,E09000022,2020-10-26,0,250
Lewisham,E09000023,2020-10-26,1,231
Merton,E09000024,2020-10-26,0,166
Newham,E09000025,2020-10-26,1,222
Redbridge,E09000026,2020-10-26,2,275
Richmond upon Thames,E09000027,2020-10-26,0,112
Southwark,E09000028,2020-10-26,0,167
Sutton,E09000029,2020-10-26,0,140
Tower Hamlets,E09000030,2020-10-26,0,132
Waltham Forest,E09000031,2020-10-26,0,200
Wandsworth,E09000032,2020-10-26,2,181
Westminster,E09000033,2020-10-26,0,136
Barking and Dagenham,E09000002,2020-10-27,0,127
Barnet,E09000003,2020-10-27,1,334
Bexley,E09000004,2020-10-27,3,194
Brent,E09000005,2020-10-27,0,390
Bromley,E09000006,2020-10-27,1,260
Camden,E09000007,2020-10-27,0,128
Croydon,E09000008,2020-10-27,0,366
Ealing,E09000009,2020-10-27,0,272
Enfield,E09000010,2020-10-27,0,243
Greenwich,E09000011,2020-10-27,0,179
Hackney and City of London,E09000012,2020-10-27,0,178
Hammersmith and Fulham,E09000013,2020-10-27,1,114
Haringey,E09000014,2020-10-27,0,189
Harrow,E09000015,2020-10-27,0,307
Havering,E09000016,2020-10-27,5,247
Hillingdon,E09000017,2020-10-27,0,218
Hounslow,E09000018,2020-10-27,1,205
Islington,E09000019,2020-10-27,0,105
Kensington and Chelsea,E09000020,2020-10-27,0,94
Kingston upon Thames,E09000021,2020-10-27,0,111
Lambeth,E09000022,2020-10-27,1,251
Lewisham,E09000023,2020-10-27,0,231
Merton,E09000024,2020-10-27,0,166
Newham,E09000025,2020-10-27,1,223
Redbridge,E09000026,2020-10-27,0,275
Richmond upon Thames,E09000027,2020-10-27,0,112
Southwark,E09000028,2020-10-27,0,167
Sutton,E09000029,2020-10-27,0,140
Tower Hamlets,E09000030,2020-10-27,0,132
Waltham Forest,E09000031,2020-10-27,0,200
Wandsworth,E09000032,2020-10-27,0,181
Westminster,E09000033,2020-10-27,0,136
Barking and Dagenham,E09000002,2020-10-28,1,128
Barnet,E09000003,2020-10-28,1,335
Bexley,E09000004,2020-10-28,0,194
Brent,E09000005,2020-10-28,0,390
Bromley,E09000006,2020-10-28,0,260
Camden,E09000007,2020-10-28,0,128
Croydon,E09000008,2020-10-28,1,367
Ealing,E09000009,2020-10-28,1,273
Enfield,E09000010,2020-10-28,0,243
Greenwich,E09000011,2020-10-28,2,181
Hackney and City of London,E09000012,2020-10-28,1,179
Hammersmith and Fulham,E09000013,2020-10-28,0,114
Haringey,E09000014,2020-10-28,0,189
Harrow,E09000015,2020-10-28,0,307
Havering,E09000016,2020-10-28,0,247
Hillingdon,E09000017,2020-10-28,1,219
Hounslow,E09000018,2020-10-28,2,207
Islington,E09000019,2020-10-28,1,106
Kensington and Chelsea,E09000020,2020-10-28,1,95
Kingston upon Thames,E09000021,2020-10-28,2,113
Lambeth,E09000022,2020-10-28,0,251
Lewisham,E09000023,2020-10-28,0,231
Merton,E09000024,2020-10-28,0,166
Newham,E09000025,2020-10-28,4,227
Redbridge,E09000026,2020-10-28,2,277
Richmond upon Thames,E09000027,2020-10-28,0,112
Southwark,E09000028,2020-10-28,0,167
Sutton,E09000029,2020-10-28,0,140
Tower Hamlets,E09000030,2020-10-28,0,132
Waltham Forest,E09000031,2020-10-28,0,200
Wandsworth,E09000032,2020-10-28,0,181
Westminster,E09000033,2020-10-28,1,137
Barking and Dagenham,E09000002,2020-10-29,3,131
Barnet,E09000003,2020-10-29,1,336
Bexley,E09000004,2020-10-29,1,195
Brent,E09000005,2020-10-29,0,390
Bromley,E09000006,2020-10-29,0,260
Camden,E09000007,2020-10-29,0,128
Croydon,E09000008,2020-10-29,0,367
Ealing,E09000009,2020-10-29,0,273
Enfield,E09000010,2020-10-29,0,243
Greenwich,E09000011,2020-10-29,0,181
Hackney and City of London,E09000012,2020-10-29,0,179
Hammersmith and Fulham,E09000013,2020-10-29,0,114
Haringey,E09000014,2020-10-29,0,189
Harrow,E09000015,2020-10-29,1,308
Havering,E09000016,2020-10-29,1,248
Hillingdon,E09000017,2020-10-29,1,220
Hounslow,E09000018,2020-10-29,0,207
Islington,E09000019,2020-10-29,0,106
Kensington and Chelsea,E09000020,2020-10-29,0,95
Kingston upon Thames,E09000021,2020-10-29,0,113
Lambeth,E09000022,2020-10-29,0,251
Lewisham,E09000023,2020-10-29,0,231
Merton,E09000024,2020-10-29,0,166
Newham,E09000025,2020-10-29,1,228
Redbridge,E09000026,2020-10-29,2,279
Richmond upon Thames,E09000027,2020-10-29,1,113
Southwark,E09000028,2020-10-29,0,167
Sutton,E09000029,2020-10-29,0,140
Tower Hamlets,E09000030,2020-10-29,0,132
Waltham Forest,E09000031,2020-10-29,0,200
Wandsworth,E09000032,2020-10-29,0,181
Westminster,E09000033,2020-10-29,0,137
Barking and Dagenham,E09000002,2020-10-30,0,131
Barnet,E09000003,2020-10-30,0,336
Bexley,E09000004,2020-10-30,1,196
Brent,E09000005,2020-10-30,0,390
Bromley,E09000006,2020-10-30,0,260
Camden,E09000007,2020-10-30,0,128
Croydon,E09000008,2020-10-30,0,367
Ealing,E09000009,2020-10-30,2,275
Enfield,E09000010,2020-10-30,0,243
Greenwich,E09000011,2020-10-30,0,181
Hackney and City of London,E09000012,2020-10-30,1,180
Hammersmith and Fulham,E09000013,2020-10-30,0,114
Haringey,E09000014,2020-10-30,0,189
Harrow,E09000015,2020-10-30,0,308
Havering,E09000016,2020-10-30,3,251
Hillingdon,E09000017,2020-10-30,1,221
Hounslow,E09000018,2020-10-30,1,208
Islington,E09000019,2020-10-30,0,106
Kensington and Chelsea,E09000020,2020-10-30,0,95
Kingston upon Thames,E09000021,2020-10-30,0,113
Lambeth,E09000022,2020-10-30,0,251
Lewisham,E09000023,2020-10-30,0,231
Merton,E09000024,2020-10-30,0,166
Newham,E09000025,2020-10-30,1,229
Redbridge,E09000026,2020-10-30,2,281
Richmond upon Thames,E09000027,2020-10-30,0,113
Southwark,E09000028,2020-10-30,0,167
Sutton,E09000029,2020-10-30,0,140
Tower Hamlets,E09000030,2020-10-30,1,133
Waltham Forest,E09000031,2020-10-30,0,200
Wandsworth,E09000032,2020-10-30,1,182
Westminster,E09000033,2020-10-30,0,137
Barking and Dagenham,E09000002,2020-10-31,0,131
Barnet,E09000003,2020-10-31,0,336
Bexley,E09000004,2020-10-31,1,197
Brent,E09000005,2020-10-31,0,390
Bromley,E09000006,2020-10-31,1,261
Camden,E09000007,2020-10-31,0,128
Croydon,E09000008,2020-10-31,1,368
Ealing,E09000009,2020-10-31,0,275
Enfield,E09000010,2020-10-31,0,243
Greenwich,E09000011,2020-10-31,2,183
Hackney and City of London,E09000012,2020-10-31,0,180
Hammersmith and Fulham,E09000013,2020-10-31,0,114
Haringey,E09000014,2020-10-31,0,189
Harrow,E09000015,2020-10-31,0,308
Havering,E09000016,2020-10-31,0,251
Hillingdon,E09000017,2020-10-31,0,221
Hounslow,E09000018,2020-10-31,0,208
Islington,E09000019,2020-10-31,0,106
Kensington and Chelsea,E09000020,2020-10-31,0,95
Kingston upon Thames,E09000021,2020-10-31,0,113
Lambeth,E09000022,2020-10-31,0,251
Lewisham,E09000023,2020-10-31,0,231
Merton,E09000024,2020-10-31,0,166
Newham,E09000025,2020-10-31,1,230
Redbridge,E09000026,2020-10-31,2,283
Richmond upon Thames,E09000027,2020-10-31,0,113
Southwark,E09000028,2020-10-31,0,167
Sutton,E09000029,2020-10-31,0,140
Tower Hamlets,E09000030,2020-10-31,0,133
Waltham Forest,E09000031,2020-10-31,0,200
Wandsworth,E09000032,2020-10-31,0,182
Westminster,E09000033,2020-10-31,0,137
Barking and Dagenham,E09000002,2020-11-01,3,134
Barnet,E09000003,2020-11-01,1,337
Bexley,E09000004,2020-11-01,1,198
Brent,E09000005,2020-11-01,0,390
Bromley,E09000006,2020-11-01,1,262
Camden,E09000007,2020-11-01,0,128
Croydon,E09000008,2020-11-01,0,368
Ealing,E09000009,2020-11-01,2,277
Enfield,E09000010,2020-11-01,0,243
Greenwich,E09000011,2020-11-01,0,183
Hackney and City of London,E09000012,2020-11-01,0,180
Hammersmith and Fulham,E09000013,2020-11-01,0,114
Haringey,E09000014,2020-11-01,0,189
Harrow,E09000015,2020-11-01,0,308
Havering,E09000016,2020-11-01,3,254
Hillingdon,E09000017,2020-11-01,1,222
Hounslow,E09000018,2020-11-01,2,210
Islington,E09000019,2020-11-01,0,106
Kensington and Chelsea,E09000020,2020-11-01,0,95
Kingston upon Thames,E09000021,2020-11-01,0,113
Lambeth,E09000022,2020-11-01,0,251
Lewisham,E09000023,2020-11-01,0,231
Merton,E09000024,2020-11-01,0,166
Newham,E09000025,2020-11-01,0,230
Redbridge,E09000026,2020-11-01,2,285
Richmond upon Thames,E09000027,2020-11-01,1,114
Southwark,E09000028,2020-11-01,0,167
Sutton,E09000029,2020-11-01,0,140
Tower Hamlets,E09000030,2020-11-01,0,133
Waltham Forest,E09000031,2020-11-01,0,200
Wandsworth,E09000032,2020-11-01,0,182
Westminster,E09000033,2020-11-01,0,137
Barking and Dagenham,E09000002,2020-11-02,3,137
Barnet,E09000003,2020-11-02,0,337
Bexley,E09000004,2020-11-02,1,199
Brent,E09000005,2020-11-02,0,390
Bromley,E09000006,2020-11-02,0,262
Camden,E09000007,2020-11-02,0,128
Croydon,E09000008,2020-11-02,1,369
Ealing,E09000009,2020-11-02,2,279
Enfield,E09000010,2020-11-02,0,243
Greenwich,E09000011,2020-11-02,0,183
Hackney and City of London,E09000012,2020-11-02,0,180
Hammersmith and Fulham,E09000013,2020-11-02,1,115
Haringey,E09000014,2020-11-02,0,189
Harrow,E09000015,2020-11-02,0,308
Havering,E09000016,2020-11-02,2,256
Hillingdon,E09000017,2020-11-02,2,224
Hounslow,E09000018,2020-11-02,1,211
Islington,E09000019,2020-11-02,1,107
Kensington and Chelsea,E09000020,2020-11-02,1,96
Kingston upon Thames,E09000021,2020-11-02,1,114
Lambeth,E09000022,2020-11-02,0,251
Lewisham,E09000023,2020-11-02,0,231
Merton,E09000024,2020-11-02,0,166
Newham,E09000025,2020-11-02,0,230
Redbridge,E09000026,2020-11-02,0,285
Richmond upon Thames,E09000027,2020-11-02,0,114
Southwark,E09000028,2020-11-02,0,167
Sutton,E09000029,2020-11-02,1,141
Tower Hamlets,E09000030,2020-11-02,1,134
Waltham Forest,E09000031,2020-11-02,0,200
Wandsworth,E09000032,2020-11-02,1,183
Westminster,E09000033,2020-11-02,0,137
Barking and Dagenham,E09000002,2020-11-03,1,138
Barnet,E09000003,2020-11-03,0,337
Bexley,E09000004,2020-11-03,1,200
Brent,E09000005,2020-11-03,0,390
Bromley,E09000006,2020-11-03,0,262
Camden,E09000007,2020-11-03,0,128
Croydon,E09000008,2020-11-03,0,369
Ealing,E09000009,2020-11-03,1,280
Enfield,E09000010,2020-11-03,0,243
Greenwich,E09000011,2020-11-03,0,183
Hackney and City of London,E09000012,2020-11-03,0,180
Hammersmith and Fulham,E09000013,2020-11-03,0,115
Haringey,E09000014,2020-11-03,0,189
Harrow,E09000015,2020-11-03,1,309
Havering,E09000016,2020-11-03,4,260
Hillingdon,E09000017,2020-11-03,1,225
Hounslow,E09000018,2020-11-03,0,211
Islington,E09000019,2020-11-03,0,107
Kensington and Chelsea,E09000020,2020-11-03,0,96
Kingston upon Thames,E09000021,2020-11-03,0,114
Lambeth,E09000022,2020-11-03,0,251
Lewisham,E09000023,2020-11-03,0,231
Merton,E09000024,2020-11-03,0,166
Newham,E09000025,2020-11-03,1,231
Redbridge,E09000026,2020-11-03,1,286
Richmond upon Thames,E09000027,2020-11-03,0,114
Southwark,E09000028,2020-11-03,0,167
Sutton,E09000029,2020-11-03,0,141
Tower Hamlets,E09000030,2020-11-03,1,135
Waltham Forest,E09000031,2020-11-03,0,200
Wandsworth,E09000032,2020-11-03,0,183
Westminster,E09000033,2020-11-03,1,138
Barking and Dagenham,E09000002,2020-11-04,0,138
Barnet,E09000003,2020-11-04,0,337
Bexley,E09000004,2020-11-04,1,201
Brent,E09000005,2020-11-04,0,390
Bromley,E09000006,2020-11-04,1,263
Camden,E09000007,2020-11-04,0,128
Croydon,E09000008,2020-11-04,1,370
Ealing,E09000009,2020-11-04,1,281
Enfield,E09000010,2020-11-04,2,245
Greenwich,E09000011,2020-11-04,1,184
Hackney and City of London,E09000012,2020-11-04,1,181
Hammersmith and Fulham,E09000013,2020-11-04,0,115
Haringey,E09000014,2020-11-04,0,189
Harrow,E09000015,2020-11-04,0,309
Havering,E09000016,2020-11-04,4,264
Hillingdon,E09000017,2020-11-04,0,225
Hounslow,E09000018,2020-11-04,2,213
Islington,E09000019,2020-11-04,1,108
Kensington and Chelsea,E09000020,2020-11-04,0,96
Kingston upon Thames,E09000021,2020-11-04,0,114
Lambeth,E09000022,2020-11-04,0,251
Lewisham,E09000023,2020-11-04,0,231
Merton,E09000024,2020-11-04,1,167
Newham,E09000025,2020-11-04,0,231
Redbridge,E09000026,2020-11-04,0,286
Richmond upon Thames,E09000027,2020-11-04,0,114
Southwark,E09000028,2020-11-04,0,167
Sutton,E09000029,2020-11-04,0,141
Tower Hamlets,E09000030,2020-11-04,0,135
Waltham Forest,E09000031,2020-11-04,0,200
Wandsworth,E09000032,2020-11-04,0,183
Westminster,E09000033,2020-11-04,0,138
Barking and Dagenham,E09000002,2020-11-05,1,139
Barnet,E09000003,2020-11-05,1,338
Bexley,E09000004,2020-11-05,0,201
Brent,E09000005,2020-11-05,0,390
Bromley,E09000006,2020-11-05,2,265
Camden,E09000007,2020-11-05,0,128
Croydon,E09000008,2020-11-05,0,370
